Team,Vs,Away Starter,Home Starter,FIELD,Game Result,Runs Scr,Runs Alw,Margin,Money Line,O/U Result,O/U Line,O/U Odds,Results on the ML,Results on the Over,Results on the Under
Miami,@ NYM,Nate Robertson (L),Jonathon Niese (L),AWAY,W,3,1,2,105,U,9,102,1.05,-1.00,1.02
Miami,@ NYM,Ricky Nolasco (R),John Maine (R),AWAY,W,7,6,1,-130,O,8.5,102,0.77,1.02,-1.00
Miami,@ NYM,Josh Johnson (R),Johan Santana (L),AWAY,L,1,7,-6,-107,O,7,-128,-1.00,0.78,-1.00
NY Mets,WAS,Livan Hernandez (R),Michael Pelfrey (R),HOME,L,1,2,-1,-150,U,7.5,-123,-1.00,-1.00,0.81
NY Mets,WAS,Yuneski Maya (R),Raul Valdes (L),HOME,W,7,2,5,-123,O,8.5,-105,0.81,0.95,-1.00
NY Mets,WAS,Jordan Zimmermann (R),Pat Misch (L),HOME,W,2,1,1,-113,U,7.5,-110,0.88,-1.00,0.91
NY Mets,MIL,Chris Narveson (L),Dillon Gee (R),HOME,L,2,9,-7,-119,O,8,-117,-1.00,0.85,-1.00
NY Mets,MIL,David Bush (R),R.A. Dickey (R),HOME,L,1,3,-2,-148,U,8,-113,-1.00,-1.00,0.88
NY Mets,MIL,Yovani Gallardo (R),Jon Niese (L),HOME,L,7,8,-1,111,O,8,110,-1.00,1.10,-1.00
NY Mets,MIL,Randy Wolf (L),Michael Pelfrey (R),HOME,W,4,3,1,-120,U,8,102,0.83,-1.00,1.02
NY Mets,@ PHI,Pat Misch (L),Cole Hamels (L),AWAY,W,7,3,4,236,O,8,-110,2.36,0.91,-1.00
NY Mets,@ PHI,Dillon Gee (R),Kyle Kendrick (R),AWAY,W,5,2,3,140,U,9,110,1.40,-1.00,1.10
NY Mets,@ PHI,R.A. Dickey (R),Joe Blanton (R),AWAY,L,2,3,-1,136,U,8.5,101,-1.00,-1.00,1.01
NY Mets,@ FLA,Jon Niese (L),Alex Sanabia (R),AWAY,L,5,7,-2,108,O,8,-101,-1.00,0.99,-1.00
NY Mets,@ FLA,Michael Pelfrey (R),Adalberto Mendez (R),AWAY,L,2,5,-3,101,U,8,108,-1.00,-1.00,1.08
NY Mets,ATL,Derek Lowe (R),R.A. Dickey (R),HOME,L,3,6,-3,-103,O,7,-126,-1.00,0.79,-1.00
NY Mets,ATL,Tim Hudson (R),Dillon Gee (R),HOME,L,2,4,-2,131,U,7,104,-1.00,-1.00,1.04
NY Mets,ATL,Tommy Hanson (R),Jon Niese (L),HOME,L,4,6,-2,127,O,7,-104,-1.00,0.96,-1.00
NY Mets,PIT,Charlie Morton (R),Michael Pelfrey (R),HOME,W,6,2,4,-182,P,8,8 -,0.55,0.00,0.00
NY Mets,PIT,Paul Maholm (L),Jenrry Mejia (R),HOME,W,8,7,1,-153,O,8,102,0.65,1.02,-1.00
NY Mets,PIT,Zach Duke (L),R.A. Dickey (R),HOME,W,9,1,8,-185,O,7.5,101,0.54,1.01,-1.00
NY Mets,PIT,James McDonald (R),Dillon Gee (R),HOME,W,1,0,1,-156,U,7.5,-107,0.64,-1.00,0.93
NY Mets,PHI,Roy Oswalt (R),Jon Niese (L),HOME,L,0,3,-3,145,U,7.5,-117,-1.00,-1.00,0.85
NY Mets,PHI,Kyle Kendrick (R),Michael Pelfrey (R),HOME,W,4,3,1,100,U,8.5,102,1.00,-1.00,1.02
NY Mets,PHI,Roy Halladay (R),Jenrry Mejia (R),HOME,L,4,8,-4,214,O,7.5,109,-1.00,1.09,-1.00
NY Mets,@ WAS,R.A. Dickey (R),Livan Hernandez (R),AWAY,W,3,2,1,101,U,8,103,1.01,-1.00,1.03
NY Mets,@ WAS,Dillon Gee (R),Yuneski Maya (R),AWAY,W,4,1,3,128,U,8.5,-107,1.28,-1.00,0.93
NY Mets,@ WAS,Michael Pelfrey (R),Jordan Zimmermann (R),AWAY,L,3,13,-10,131,O,8,104,-1.00,1.04,-1.00
NY Mets,@ CHC,Jon Niese (L),Ryan Dempster (R),AWAY,W,18,5,13,140,O,9,-110,1.40,0.91,-1.00
NY Mets,@ CHC,Jenrry Mejia (R),Carlos Zambrano (R),AWAY,L,3,5,-2,126,U,8.5,100,-1.00,-1.00,1.00
NY Mets,@ CHC,R.A. Dickey (R),Randy Wells (R),AWAY,L,6,7,-1,-101,O,10,-101,-1.00,0.99,-1.00
NY Mets,@ ATL,Johan Santana (L),Tim Hudson (R),AWAY,W,4,2,2,148,U,6.5,-106,1.48,-1.00,0.94
NY Mets,@ ATL,Michael Pelfrey (R),Tommy Hanson (R),AWAY,L,1,4,-3,161,U,8,106,-1.00,-1.00,1.06
NY Mets,@ ATL,Jon Niese (L),Mike Minor (L),AWAY,L,2,9,-7,146,O,7.5,101,-1.00,1.01,-1.00
NY Mets,@ ATL,Pat Misch (L),Jair Jurrjens (R),AWAY,L,3,9,-6,185,O,8,104,-1.00,1.04,-1.00
NY Mets,HOU,Bud Norris (R),R.A. Dickey (R),HOME,W,5,1,4,-165,U,7.5,-115,0.61,-1.00,0.87
NY Mets,HOU,Brett Myers (R),Johan Santana (L),HOME,L,1,4,-3,-172,U,6.5,-115,-1.00,-1.00,0.87
NY Mets,HOU,Nelson Figueroa (R),Michael Pelfrey (R),HOME,W,2,1,1,-140,U,7,103,0.71,-1.00,1.03
NY Mets,FLA,Anibal Sanchez (R),Jon Niese (L),HOME,L,4,11,-7,-126,O,7.5,120,-1.00,1.20,-1.00
NY Mets,FLA,Alex Sanabia (R),Pat Misch (L),HOME,L,4,5,-1,101,O,8,102,-1.00,1.02,-1.00
NY Mets,FLA,Josh Johnson (R),R.A. Dickey (R),HOME,W,6,5,1,101,O,6.5,103,1.01,1.03,-1.00
NY Mets,@ PIT,Johan Santana (L),Zach Duke (L),AWAY,L,1,2,-1,-154,U,7.5,-110,-1.00,-1.00,0.91
NY Mets,@ PIT,Jon Niese (L),James McDonald (R),AWAY,W,5,1,4,-110,U,7.5,104,0.91,-1.00,1.04
NY Mets,@ PIT,Michael Pelfrey (R),Jeff Karstens (R),AWAY,W,7,2,5,-121,O,8,-115,0.83,0.87,-1.00
NY Mets,@ HOU,Pat Misch (L),Bud Norris (R),AWAY,L,2,3,-1,125,U,8.5,-118,-1.00,-1.00,0.85
NY Mets,@ HOU,R.A. Dickey (R),Brett Myers (R),AWAY,W,3,2,1,102,U,7,109,1.02,-1.00,1.09
NY Mets,@ HOU,Johan Santana (L),Nelson Figueroa (R),AWAY,L,3,4,-1,-157,U,7.5,-116,-1.00,-1.00,0.86
NY Mets,@ HOU,Jon Niese (L),Wandy Rodriguez (L),AWAY,W,3,1,2,110,U,7.5,-102,1.10,-1.00,0.98
NY Mets,PHI,Kyle Kendrick (R),Michael Pelfrey (R),HOME,L,1,3,-2,-126,U,8.5,-112,-1.00,-1.00,0.89
NY Mets,PHI,Roy Halladay (R),Pat Misch (L),HOME,L,0,4,-4,191,U,7.5,-123,-1.00,-1.00,0.81
NY Mets,PHI,Cole Hamels (L),R.A. Dickey (R),HOME,W,1,0,1,114,U,7.5,-127,1.14,-1.00,0.79
NY Mets,COL,Jason Hammel (R),Johan Santana (L),HOME,W,4,0,4,-141,U,7,100,0.71,-1.00,1.00
NY Mets,COL,Jeff Francis (L),Jon Niese (L),HOME,L,2,6,-4,-114,O,7.5,-105,-1.00,0.95,-1.00
NY Mets,COL,Ubaldo Jimenez (R),Michael Pelfrey (R),HOME,W,1,0,1,146,U,7.5,105,1.46,-1.00,1.05
NY Mets,@ PHI,R.A. Dickey (R),Roy Halladay (R),AWAY,L,5,6,-1,194,O,6.5,-125,-1.00,0.80,-1.00
NY Mets,@ PHI,Johan Santana (L),Cole Hamels (L),AWAY,W,1,0,1,124,U,7,109,1.24,-1.00,1.09
NY Mets,@ PHI,Jon Niese (L),Joe Blanton (R),AWAY,L,5,7,-2,115,O,8.5,-111,-1.00,0.90,-1.00
NY Mets,@ ATL,Michael Pelfrey (R),Kris Medlen (R),AWAY,L,3,8,-5,150,O,8.5,100,-1.00,1.00,-1.00
NY Mets,@ ATL,R.A. Dickey (R),Derek Lowe (R),AWAY,W,3,2,1,130,U,7.5,-106,1.30,-1.00,0.94
NY Mets,@ ATL,Johan Santana (L),Tim Hudson (R),AWAY,L,1,4,-3,130,U,6.5,109,-1.00,-1.00,1.09
NY Mets,ARI,Daniel Hudson (R),Jon Niese (L),HOME,L,1,14,-13,-172,O,8.5,-106,-1.00,0.94,-1.00
NY Mets,ARI,Barry Enright (R),Hisanori Takahashi (L),HOME,W,5,4,1,-141,O,8,-110,0.71,0.91,-1.00
NY Mets,ARI,Ian Kennedy (R),Michael Pelfrey (R),HOME,L,6,9,-3,-135,O,8,101,-1.00,1.01,-1.00
NY Mets,STL,Blake Hawksworth (R),R.A. Dickey (R),HOME,W,4,0,4,-147,U,8.5,-112,0.68,-1.00,0.89
NY Mets,STL,Jaime Garcia (L),Johan Santana (L),HOME,L,7,8,-1,-135,O,6.5,-130,-1.00,0.77,-1.00
NY Mets,STL,Adam Wainwright (R),Jon Niese (L),HOME,W,8,2,6,136,O,7,-110,1.36,0.91,-1.00
NY Mets,@ LA,R.A. Dickey (R),Clayton Kershaw (L),AWAY,L,0,1,-1,167,U,6.5,108,-1.00,-1.00,1.08
NY Mets,@ LA,Michael Pelfrey (R),Carlos Monasterios (R),AWAY,L,2,3,-1,120,U,8.5,-111,-1.00,-1.00,0.90
NY Mets,@ LA,Johan Santana (L),Vicente Padilla (R),AWAY,W,6,1,5,106,O,6.5,-122,1.06,0.82,-1.00
NY Mets,@ LA,Hisanori Takahashi (L),Hiroki Kuroda (R),AWAY,L,0,2,-2,163,U,8,-115,-1.00,-1.00,0.87
NY Mets,@ ARI,Jon Niese (L),Dan Haren (R),AWAY,L,3,4,-1,129,U,8.5,-105,-1.00,-1.00,0.95
NY Mets,@ ARI,R.A. Dickey (R),Barry Enright (R),AWAY,L,2,3,-1,-122,U,9.5,-106,-1.00,-1.00,0.94
NY Mets,@ ARI,Michael Pelfrey (R),Ian Kennedy (R),AWAY,L,2,13,-11,115,O,9.5,105,-1.00,1.05,-1.00
NY Mets,@ SF,Johan Santana (L),Jonathan Sanchez (L),AWAY,W,4,3,1,-106,P,7,7 -,0.94,0.00,0.00
NY Mets,@ SF,Hisanori Takahashi (L),Matt Cain (R),AWAY,L,4,8,-4,143,O,7,-119,-1.00,0.84,-1.00
NY Mets,@ SF,Jon Niese (L),Barry Zito (L),AWAY,L,0,1,-1,106,U,7.5,-110,-1.00,-1.00,0.91
NY Mets,@ SF,R.A. Dickey (R),Tim Lincecum (R),AWAY,L,0,2,-2,157,U,7,-121,-1.00,-1.00,0.83
NY Mets,ATL,Derek Lowe (R),Johan Santana (L),HOME,W,3,0,3,-136,U,7,-115,0.74,-1.00,0.87
NY Mets,ATL,Tim Hudson (R),Michael Pelfrey (R),HOME,L,0,4,-4,111,U,7.5,-113,-1.00,-1.00,0.88
NY Mets,ATL,Tommy Hanson (R),R.A. Dickey (R),HOME,L,2,4,-2,107,U,7.5,-131,-1.00,-1.00,0.76
NY Mets,CIN,Bronson Arroyo (R),Jon Niese (L),HOME,L,1,3,-2,-122,U,8.5,-116,-1.00,-1.00,0.86
NY Mets,CIN,Matt Maloney (L),Johan Santana (L),HOME,W,3,0,3,-142,U,8.5,-119,0.70,-1.00,0.84
NY Mets,CIN,Travis Wood (L),Michael Pelfrey (R),HOME,L,6,8,-2,-155,O,8.5,110,-1.00,1.10,-1.00
NY Mets,@ WAS,Hisanori Takahashi (L),Craig Stammen (R),AWAY,W,9,5,4,108,O,8.5,-127,1.08,0.79,-1.00
NY Mets,@ WAS,R.A. Dickey (R),Stephen Strasburg (R),AWAY,L,5,6,-1,174,O,6.5,-112,-1.00,0.89,-1.00
NY Mets,@ WAS,Jon Niese (L),Luis Atilano (R),AWAY,W,5,3,2,-111,U,8.5,-120,0.90,-1.00,0.83
NY Mets,@ WAS,Johan Santana (L),Livan Hernandez (R),AWAY,L,1,2,-1,-127,U,8,-109,-1.00,-1.00,0.92
NY Mets,@ FLA,Michael Pelfrey (R),Chris Volstad (R),AWAY,W,6,5,1,-113,O,9.5,107,0.88,1.07,-1.00
NY Mets,@ FLA,Hisanori Takahashi (L),Nate Robertson (L),AWAY,L,6,7,-1,-113,O,10,-130,-1.00,0.77,-1.00
NY Mets,@ FLA,R.A. Dickey (R),Ricky Nolasco (R),AWAY,L,3,10,-7,-103,O,8.5,100,-1.00,1.00,-1.00
NY Mets,MIN,Scott Baker (R),Jon Niese (L),HOME,W,6,0,6,-105,U,8,-105,0.95,-1.00,0.95
NY Mets,MIN,Carl Pavano (R),Johan Santana (L),HOME,L,0,6,-6,-127,U,7.5,-108,-1.00,-1.00,0.93
NY Mets,MIN,Kevin Slowey (R),Michael Pelfrey (R),HOME,W,5,2,3,-117,U,8,-103,0.85,-1.00,0.97
NY Mets,DET,Armando Galarraga (R),Hisanori Takahashi (L),HOME,L,5,6,-1,-126,O,8,-118,-1.00,0.85,-1.00
NY Mets,DET,Jeremy Bonderman (R),R.A. Dickey (R),HOME,W,5,0,5,-111,U,8.5,100,0.90,-1.00,1.00
NY Mets,DET,Justin Verlander (R),Jon Niese (L),HOME,W,14,6,8,133,O,7.5,116,1.33,1.16,-1.00
NY Mets,@ NYY,Johan Santana (L),CC Sabathia (L),AWAY,L,0,4,-4,172,U,8.5,101,-1.00,-1.00,1.01
NY Mets,@ NYY,Michael Pelfrey (R),Phil Hughes (R),AWAY,L,3,5,-2,176,U,8.5,110,-1.00,-1.00,1.10
NY Mets,@ NYY,Hisanori Takahashi (L),Javier Vazquez (R),AWAY,W,4,0,4,187,U,9.5,-105,1.87,-1.00,0.95
NY Mets,@ CLE,R.A. Dickey (R),Jake Westbrook (R),AWAY,W,6,4,2,104,O,9,105,1.04,1.05,-1.00
NY Mets,@ CLE,Jon Niese (L),Mitch Talbot (R),AWAY,W,8,4,4,-104,O,9,-112,0.96,0.89,-1.00
NY Mets,@ CLE,Johan Santana (L),Justin Masterson (R),AWAY,W,7,6,1,-128,O,8,-116,0.78,0.86,-1.00
NY Mets,@ BAL,Michael Pelfrey (R),Kevin Millwood (R),AWAY,W,11,4,7,-132,O,8.5,-118,0.76,0.85,-1.00
NY Mets,@ BAL,Hisanori Takahashi (L),Brian Matusz (L),AWAY,W,3,1,2,107,U,9,-111,1.07,-1.00,0.90
NY Mets,@ BAL,R.A. Dickey (R),Jeremy Guthrie (R),AWAY,W,5,1,4,106,U,9,107,1.06,-1.00,1.07
NY Mets,SD,Jon Garland (R),Jon Niese (L),HOME,W,3,0,3,-118,U,8,-123,0.85,-1.00,0.81
NY Mets,SD,Mat Latos (R),Johan Santana (L),HOME,L,2,4,-2,-150,U,6.5,-108,-1.00,-1.00,0.93
NY Mets,SD,Clayton Richard (L),Michael Pelfrey (R),HOME,W,2,1,1,-145,U,7,107,0.69,-1.00,1.07
NY Mets,FLA,Ricky Nolasco (R),Hisanori Takahashi (L),HOME,W,7,6,1,-105,O,8,-120,0.95,0.83,-1.00
NY Mets,FLA,Nate Robertson (L),Jon Niese (L),HOME,W,6,1,5,-120,U,9.5,-105,0.83,-1.00,0.95
NY Mets,FLA,Anibal Sanchez (R),R.A. Dickey (R),HOME,W,4,3,1,-102,U,8.5,100,0.98,-1.00,1.00
NY Mets,@ SD,Johan Santana (L),Clayton Richard (L),AWAY,L,1,5,-4,-116,P,6,6 -,-1.00,0.00,0.00
NY Mets,@ SD,Michael Pelfrey (R),Wade LeBlanc (L),AWAY,W,4,2,2,-102,U,6.5,116,0.98,-1.00,1.16
NY Mets,@ SD,Hisanori Takahashi (L),Kevin Correia (R),AWAY,L,6,18,-12,107,O,6.5,-123,-1.00,0.81,-1.00
NY Mets,@ MIL,R.A. Dickey (R),Randy Wolf (L),AWAY,W,10,4,6,130,O,10,-103,1.30,0.97,-1.00
NY Mets,@ MIL,Fernando Nieve (R),Manny Parra (L),AWAY,L,6,8,-2,115,O,10,-106,-1.00,0.94,-1.00
NY Mets,@ MIL,Johan Santana (L),Yovani Gallardo (R),AWAY,L,0,2,-2,109,U,7.5,-105,-1.00,-1.00,0.95
NY Mets,PHI,Cole Hamels (L),Michael Pelfrey (R),HOME,W,3,0,3,116,U,7.5,-118,1.16,-1.00,0.85
NY Mets,PHI,Joe Blanton (R),Hisanori Takahashi (L),HOME,W,5,0,5,113,U,8.5,-115,1.13,-1.00,0.87
NY Mets,PHI,Jamie Moyer (L),R.A. Dickey (R),HOME,W,8,0,8,118,U,9.5,-108,1.18,-1.00,0.93
NY Mets,NYY,CC Sabathia (L),Johan Santana (L),HOME,W,6,4,2,129,O,7,100,1.29,1.00,-1.00
NY Mets,NYY,Phil Hughes (R),Michael Pelfrey (R),HOME,W,5,3,2,150,O,7.5,-111,1.50,0.90,-1.00
NY Mets,NYY,Javier Vazquez (R),Hisanori Takahashi (L),HOME,L,1,2,-1,149,U,9,-108,-1.00,-1.00,0.93
NY Mets,@ WAS,John Maine (R),Luis Atilano (R),AWAY,W,10,7,3,101,O,9.5,105,1.01,1.05,-1.00
NY Mets,@ WAS,R.A. Dickey (R),Livan Hernandez (R),AWAY,L,3,5,-2,126,U,9,-104,-1.00,-1.00,0.96
NY Mets,@ ATL,Johan Santana (L),Kris Medlen (R),AWAY,L,2,3,-1,-101,U,7.5,-104,-1.00,-1.00,0.96
NY Mets,@ ATL,Michael Pelfrey (R),Derek Lowe (R),AWAY,W,3,2,1,143,U,8.5,-110,1.43,-1.00,0.91
NY Mets,@ FLA,Jon Niese (L),Ricky Nolasco (R),AWAY,L,8,10,-2,154,O,8.5,100,-1.00,1.00,-1.00
NY Mets,@ FLA,John Maine (R),Nate Robertson (L),AWAY,L,5,7,-2,103,O,9.5,102,-1.00,1.02,-1.00
NY Mets,@ FLA,Oliver Perez (L),Anibal Sanchez (R),AWAY,L,2,7,-5,130,P,9,9 -,-1.00,0.00,0.00
NY Mets,@ FLA,Johan Santana (L),Josh Johnson (R),AWAY,L,1,2,-1,122,U,7,-113,-1.00,-1.00,0.88
NY Mets,WAS,Craig Stammen (R),Michael Pelfrey (R),HOME,L,4,6,-2,-166,O,8,-108,-1.00,0.93,-1.00
NY Mets,WAS,Scott Olsen (L),Jon Niese (L),HOME,W,8,6,2,-136,O,8,-106,0.74,0.94,-1.00
NY Mets,WAS,Luis Atilano (R),John Maine (R),HOME,L,2,3,-1,-170,U,8.5,104,-1.00,-1.00,1.04
NY Mets,SF,Tim Lincecum (R),Oliver Perez (L),HOME,L,5,6,-1,173,O,7.5,118,-1.00,1.18,-1.00
NY Mets,SF,Todd Wellemeyer (R),Johan Santana (L),HOME,W,5,4,1,-191,O,8,100,0.52,1.00,-1.00
NY Mets,SF,Jonathan Sanchez (L),Michael Pelfrey (R),HOME,W,6,4,2,-119,O,7.5,102,0.84,1.02,-1.00
NY Mets,@ CIN,Jon Niese (L),Johnny Cueto (R),AWAY,L,4,5,-1,109,O,8.5,-105,-1.00,0.95,-1.00
NY Mets,@ CIN,John Maine (R),Bronson Arroyo (R),AWAY,W,5,4,1,121,P,9,9 -,1.21,0.00,0.00
NY Mets,@ CIN,Oliver Perez (L),Mike Leake (R),AWAY,L,2,3,-1,140,U,9.5,-103,-1.00,-1.00,0.97
NY Mets,@ PHI,Johan Santana (L),Jamie Moyer (L),AWAY,L,5,11,-6,-130,O,9,110,-1.00,1.10,-1.00
NY Mets,@ PHI,Michael Pelfrey (R),Roy Halladay (R),AWAY,L,0,10,-10,203,O,7.5,-106,-1.00,0.94,-1.00
NY Mets,@ PHI,Jon Niese (L),Kyle Kendrick (R),AWAY,W,9,1,8,128,U,10.5,-113,1.28,-1.00,0.88
NY Mets,LA,John Ely (R),John Maine (R),HOME,W,7,3,4,-101,O,9,-110,0.99,0.91,-1.00
NY Mets,LA,Charlie Haeger (R),Oliver Perez (L),HOME,W,10,5,5,-108,O,9,100,0.93,1.00,-1.00
NY Mets,LA,Hiroki Kuroda (R),Johan Santana (L),HOME,W,4,0,4,-135,U,7,-103,0.74,-1.00,0.97
NY Mets,ATL,Tommy Hanson (R),Michael Pelfrey (R),HOME,W,1,0,1,109,U,7,-105,1.09,-1.00,0.95
NY Mets,ATL,Jair Jurrjens (R),Jon Niese (L),HOME,W,3,1,2,119,U,8.5,-118,1.19,-1.00,0.85
NY Mets,ATL,Kenshin Kawakami (R),John Maine (R),HOME,W,5,2,3,116,U,8.5,-102,1.16,-1.00,0.98
NY Mets,CHC,Tom Gorzelanny (L),Johan Santana (L),HOME,W,5,2,3,-159,P,7,7 -,0.63,0.00,0.00
NY Mets,CHC,Carlos Silva (R),Oliver Perez (L),HOME,L,3,9,-6,-106,O,8.5,-120,-1.00,0.83,-1.00
NY Mets,CHC,Carlos Zambrano (R),Michael Pelfrey (R),HOME,W,4,0,4,-104,U,8,-109,0.96,-1.00,0.92
NY Mets,CHC,Randy Wells (R),Jon Niese (L),HOME,W,6,1,5,127,U,8,-106,1.27,-1.00,0.94
NY Mets,@ STL,John Maine (R),Adam Wainwright (R),AWAY,L,3,5,-2,255,O,7.5,105,-1.00,1.05,-1.00
NY Mets,@ STL,Johan Santana (L),Jaime Garcia (L),AWAY,W,2,1,1,105,U,7.5,-104,1.05,-1.00,0.96
NY Mets,@ STL,Oliver Perez (L),Chris Carpenter (R),AWAY,L,3,4,-1,210,U,8.5,104,-1.00,-1.00,1.04
NY Mets,@ COL,Michael Pelfrey (R),Jorge De La Rosa (L),AWAY,W,5,0,5,179,U,9,-102,1.79,-1.00,0.98
NY Mets,@ COL,Jon Niese (L),Aaron Cook (R),AWAY,L,5,6,-1,164,O,9.5,-109,-1.00,0.92,-1.00
NY Mets,@ COL,John Maine (R),Greg Smith (L),AWAY,L,3,11,-8,136,O,10.5,-104,-1.00,0.96,-1.00
NY Mets,WAS,Livan Hernandez (R),Johan Santana (L),HOME,L,2,5,-3,-252,U,7.5,107,-1.00,-1.00,1.07
NY Mets,WAS,John Lannan (L),Oliver Perez (L),HOME,L,3,4,-1,-119,U,8.5,110,-1.00,-1.00,1.10
NY Mets,WAS,Garrett Mock (R),Michael Pelfrey (R),HOME,W,8,2,6,-129,O,9,111,0.78,1.11,-1.00
NY Mets,FLA,Nate Robertson (L),Jon Niese (L),HOME,L,1,3,-2,-111,U,9,102,-1.00,-1.00,1.02
NY Mets,FLA,Ricky Nolasco (R),John Maine (R),HOME,L,6,7,-1,122,O,8.5,102,-1.00,1.02,-1.00
NY Mets,FLA,Josh Johnson (R),Johan Santana (L),HOME,W,7,1,6,101,O,7,-128,1.01,0.78,-1.00
Philadelphia,SF,Jonathan Sanchez (L),Roy Oswalt (R),HOME,L,2,3,-1,-159,U,7,102,-1.00,-1.00,1.02
Philadelphia,@ SF,Roy Halladay (R),Tim Lincecum (R),AWAY,W,4,2,2,-115,O,5.5,-113,0.87,0.88,-1.00
Philadelphia,@ SF,Joe Blanton (R),Madison Bumgarner (L),AWAY,L,5,6,-1,-107,O,7.5,111,-1.00,1.11,-1.00
Philadelphia,@ SF,Cole Hamels (L),Matt Cain (R),AWAY,L,0,3,-3,-120,U,6.5,101,-1.00,-1.00,1.01
Philadelphia,SF,Jonathan Sanchez (L),Roy Oswalt (R),HOME,W,6,1,5,-159,P,7,7 -,0.63,0.00,0.00
Philadelphia,SF,Tim Lincecum (R),Roy Halladay (R),HOME,L,3,4,-1,-163,O,5.5,-112,-1.00,0.89,-1.00
Philadelphia,@ CIN,Cole Hamels (L),Johnny Cueto (R),AWAY,W,2,0,2,-127,U,7.5,105,0.79,-1.00,1.05
Philadelphia,CIN,Bronson Arroyo (R),Roy Oswalt (R),HOME,W,7,4,3,-187,O,7.5,-106,0.53,0.94,-1.00
Philadelphia,CIN,Edinson Volquez (R),Roy Halladay (R),HOME,W,4,0,4,-201,U,7,-109,0.50,-1.00,0.92
Philadelphia,@ ATL,Cole Hamels (L),Tim Hudson (R),AWAY,L,7,8,-1,128,O,7.5,115,-1.00,1.15,-1.00
Philadelphia,@ ATL,Vance Worley (R),Tommy Hanson (R),AWAY,W,7,0,7,195,U,8,-105,1.95,-1.00,0.95
Philadelphia,@ ATL,Kyle Kendrick (R),Brandon Beachy (R),AWAY,W,11,5,6,147,O,8.5,100,1.47,1.00,-1.00
Philadelphia,@ WAS,Joe Blanton (R),Ross Detwiler (L),AWAY,W,7,1,6,101,U,8.5,-111,1.01,-1.00,0.90
Philadelphia,@ WAS,Roy Oswalt (R),Jason Marquis (R),AWAY,L,1,2,-1,-142,U,7,107,-1.00,-1.00,1.07
Philadelphia,@ WAS,Roy Halladay (R),John Lannan (L),AWAY,W,8,0,8,-205,O,7,100,0.49,1.00,-1.00
Philadelphia,NYM,Patrick Misch (L),Cole Hamels (L),HOME,L,3,7,-4,-254,O,8,-110,-1.00,0.91,-1.00
Philadelphia,NYM,Dillon Gee (R),Kyle Kendrick (R),HOME,L,2,5,-3,-149,U,9,110,-1.00,-1.00,1.10
Philadelphia,NYM,R.A. Dickey (R),Joe Blanton (R),HOME,W,3,2,1,-145,U,8.5,101,0.69,-1.00,1.01
Philadelphia,ATL,Tommy Hanson (R),Roy Oswalt (R),HOME,W,1,0,1,-143,U,7.5,110,0.70,-1.00,1.10
Philadelphia,ATL,Mike Minor (L),Roy Halladay (R),HOME,W,5,3,2,-220,P,8,8 -,0.45,0.00,0.00
Philadelphia,ATL,Brandon Beachy (R),Cole Hamels (L),HOME,W,3,1,2,-192,U,8,-110,0.52,-1.00,0.91
Philadelphia,WAS,Yuneski Maya (R),Joe Blanton (R),HOME,W,7,6,1,-198,O,9.5,104,0.51,1.04,-1.00
Philadelphia,WAS,Jordan Zimmermann (R),Kyle Kendrick (R),HOME,W,5,2,3,-146,U,9.5,-121,0.68,-1.00,0.83
Philadelphia,WAS,Jason Marquis (R),Roy Oswalt (R),HOME,W,9,1,8,-245,O,8,-107,0.41,0.93,-1.00
Philadelphia,@ FLA,Roy Halladay (R),Jorge Sosa (R),AWAY,W,10,5,5,-238,O,8,-114,0.42,0.88,-1.00
Philadelphia,@ FLA,Cole Hamels (L),Adalberto Mendez (R),AWAY,W,2,1,1,-153,U,8,-102,0.65,-1.00,0.98
Philadelphia,@ FLA,Joe Blanton (R),Andrew Miller (L),AWAY,W,11,4,7,-135,O,9.5,-105,0.74,0.95,-1.00
Philadelphia,@ NYM,Roy Oswalt (R),Jonathon Niese (L),AWAY,W,3,0,3,-154,U,7.5,-117,0.65,-1.00,0.85
Philadelphia,@ NYM,Kyle Kendrick (R),Michael Pelfrey (R),AWAY,L,3,4,-1,-106,U,8.5,102,-1.00,-1.00,1.02
Philadelphia,@ NYM,Roy Halladay (R),Jenrry Mejia (R),AWAY,W,8,4,4,-229,O,7.5,109,0.44,1.09,-1.00
Philadelphia,FLA,Andrew Miller (L),Cole Hamels (L),HOME,W,10,6,4,-247,O,9,100,0.40,1.00,-1.00
Philadelphia,FLA,Christopher Volstad (R),Joe Blanton (R),HOME,W,8,7,1,-165,O,10,-103,0.61,0.97,-1.00
Philadelphia,FLA,Anibal Sanchez (R),Roy Oswalt (R),HOME,W,7,4,3,-187,O,8,109,0.53,1.09,-1.00
Philadelphia,FLA,Adalberto Mendez (R),Vance Worley (R),HOME,L,1,7,-6,-167,U,10,-105,-1.00,-1.00,0.95
Philadelphia,MIL,Randy Wolf (L),Kyle Kendrick (R),HOME,L,2,6,-4,-150,U,9.5,-105,-1.00,-1.00,0.95
Philadelphia,MIL,David Bush (R),Roy Halladay (R),HOME,W,5,4,1,-278,O,7.5,-124,0.36,0.81,-1.00
Philadelphia,MIL,Chris Capuano (L),Cole Hamels (L),HOME,W,1,0,1,-224,U,8.5,109,0.45,-1.00,1.09
