field,game_result,side_line,line,odds
0,W,153,5.5,-112
0,W,123,7,-113
0,W,122,7,-110
1,L,-118,6.5,101
1,W,-156,6.5,100
1,W,-127,6.5,-114
1,L,-123,7.5,101
1,L,-160,6.5,-117
1,W,-187,7.5,-116
1,W,-195,7,-118
1,W,-209,8,-109
0,W,106,8.5,101
0,L,129,9,-107
0,W,105,8.5,-105
0,W,106,12.5,-110
0,L,-117,8,-117
0,W,-122,8.5,101
1,W,-145,8,-119
1,L,-139,6.5,103
1,L,-134,7.5,102
1,W,-140,6.5,-111
1,W,-141,6.5,105
1,L,-113,7,-121
0,W,130,6,115
0,L,106,7,-105
0,W,103,6.5,-125
0,W,-104,6.5,120
0,L,122,8.5,101
0,W,-136,8,-115
0,W,-101,9,-121
0,W,129,7,-108
0,W,111,6.5,-107
0,L,139,7.5,-116
1,W,-102,7,-104
1,W,-134,8,-111
1,L,-127,7.5,102
1,W,-214,7.5,-116
1,L,-134,7.5,104
1,L,-177,7.5,-109
1,L,-116,7.5,-111
1,W,-111,7.5,-105
1,W,-132,7.5,-123
0,L,136,8,-108
0,L,136,7,-119
0,W,136,8,102
0,W,168,8.5,-119
0,L,102,9,-110
0,L,150,8.5,-107
1,L,-165,7,-107
1,W,109,7,-121
1,L,-134,7.5,-116
1,W,-178,7,-107
1,W,-164,7.5,113
1,L,-198,6.5,-110
1,W,-163,7.5,106
0,L,116,7.5,-105
0,L,127,7,-107
0,W,142,7.5,-123
0,L,-103,7,-113
0,L,171,8,-103
0,W,129,9.5,104
1,W,-108,6.5,-102
1,W,-107,7,120
1,W,-199,7,110
1,L,-149,8,-109
1,W,-153,8,106
1,W,106,6,-106
0,W,-143,8,-108
0,W,-101,8.5,-116
0,W,-111,9,105
0,W,-128,9,100
0,L,134,7.5,101
0,W,111,6.5,111
0,W,101,8,-105
1,W,-152,7,-119
1,W,-113,7.5,-110
1,W,-167,7,-121
0,W,109,8.5,-110
0,W,-107,8.5,-101
0,L,139,6.5,-113
0,W,104,9,111
0,W,-125,8,-116
0,W,128,8.5,101
0,W,104,9,-118
0,L,107,8,-106
0,W,206,7.5,116
0,L,-103,8,-108
0,L,132,9,102
1,L,-122,7.5,111
1,L,-134,7.5,-109
1,L,-108,7.5,104
1,L,-118,6.5,-111
1,L,132,8,-102
1,W,-126,8,-109
0,L,-151,7.5,103
0,L,-114,7.5,118
0,W,-132,6.5,-108
0,W,139,7.5,-107
0,L,-156,8.5,101
0,L,141,8.5,102
1,W,-255,6.5,-120
1,L,-149,8.5,-108
1,W,-192,7.5,-108
1,W,-115,7.5,102
1,W,-178,6.5,-112
0,L,178,8.5,-125
0,L,111,8,-115
0,W,-114,8.5,-103
0,W,131,8,-108
0,W,-165,7,-110
0,L,118,8,-118
0,W,-116,7.5,-106
1,W,-137,7,-101
1,L,-123,8,-104
1,L,-102,6,-121
1,W,-104,8.5,-105
1,W,-146,8,-105
1,W,-128,7.5,-111
1,W,-159,8,112
1,L,-244,7,-102
1,W,-123,8.5,111
0,L,106,7.5,100
0,L,107,7.5,-115
0,L,101,7.5,100
0,L,-155,8,-115
0,L,156,10,-105
0,W,110,6,-101
0,L,-113,6.5,-116
1,W,-197,6,-108
1,W,-133,8.5,101
1,L,-155,7.5,-116
1,L,-142,7.5,-113
0,W,-184,7.5,118
0,L,179,8,100
0,L,112,7.5,102
0,W,116,7.5,104
0,W,-119,8.5,114
0,W,-165,7.5,110
1,L,-149,8,-110
1,W,-145,8,-116
1,W,-131,8,100
1,L,-146,7,104
1,W,129,9.5,-116
1,W,136,6.5,100
1,L,107,7.5,100
1,W,146,7,122
1,W,-149,6.5,117
0,L,120,8,-115
0,L,-109,7,-121
0,L,-113,7,-102
0,L,157,8.5,-108
0,W,-153,7.5,115
0,L,149,9,-106
1,W,-179,8.5,100
1,L,-192,7.5,-113
1,W,-183,8.5,-106
1,W,-180,7,102
1,W,-117,8,100
0,W,-132,7.5,102
0,W,119,8,-113
